Rank,College Name,Avg_Doc_DSS,Risk_Score,Rank_Score
4130,Hooghly Institute of Technology,44.27,38.12,41.19
4131,RH Sapat College of Engineering,44.46,37.92,41.19
4132,Nadgir Polytechnic,54.09,28.26,41.18
4133,Bharath Niketan Engineering College,61.06,21.3,41.18
4134,RP Sharma Institute of Technology,44.69,37.67,41.18
4135,St Mother Theresa Engineering College,46.44,35.91,41.17
4136,Government Engineering College,53.49,28.85,41.17
4137,MAM School of Architecture,49.03,33.32,41.17
4138,Veerammal College of Engineering,43.04,39.26,41.15
4139,Ratnavel Subramaniam Polytechnic College,60.26,22.05,41.15
4140,Manoharbhai Patel Institute of Engineering and Technology,54.99,27.31,41.15
4141,Orissa University of Agriculture and Technology,51.52,30.77,41.14
4142,KS School of Engineering and Management,61.21,21.06,41.14
4143,Samuel Polytechnic College,55.64,26.65,41.14
4144,Sitarambhai Naranji Patel Institute of Technology and Research Centre,53.37,28.9,41.14
4145,Tagore Institute of Engineering and Technology,52.78,29.48,41.13
4146,MLV Government Textile and Engineering College,55.14,27.11,41.12
4147,Dr Daulatrao Aher College of Engineering,40.22,42.01,41.11
4148,Shree Motilal Kanhaiyalal Fomra Institute of Technology,54.46,27.75,41.11
4149,Sree Visvesvaraya Institute of Technology and Science,63.15,19.07,41.11
4150,Millennium Institute of Technology and Science,61.53,20.68,41.11
4151,Shri Vatavriksha Swami Maharaj Devashtan's Polytechnic,55.4,26.81,41.1
4152,NSS College of Engineering,62.06,20.12,41.09
4153,Vetri Vinayaha Polytechnic College,61.44,20.75,41.09
4154,Telangana State Aviation Academy,53.01,29.17,41.09
4155,Christ Polytechnic Institute,50.63,31.54,41.08
4156,Royal Polytechnic College,51.18,30.97,41.08
4157,Mangalayatan University,46.17,35.97,41.07
4158,Bishop Jerome School of Architecture and Design,43.56,38.59,41.07
4159,Navneet Bahuuddeshya Sanstha,48.74,33.38,41.06
4160,Skyline Institute of Engineering and Technology,48.76,33.34,41.05
4161,Sri Prakash College of Technology,49.51,32.59,41.05
4162,Aditya College of Engineering,42.4,39.69,41.05
4163,BS Abdur Rahman Institute of Science and Technology,58.65,23.45,41.05
4164,Sir Issac Newton College of Engineering and Technology,41.44,40.67,41.05
4165,Chhatrapati Shivaji Maharaj Institute of Technology,61.12,20.95,41.04
4166,Maharashtra Polytechnic,52.32,29.76,41.04
4167,Sant Baba Bhag Singh University,43.34,38.74,41.04
4168,Greater Noida Institute of Technology Engineering Institute,52.67,29.39,41.03
4169,Government Model Engineering College,56.57,25.44,41.01
4170,Chouksey Engineering College,51.59,30.44,41.01
4171,Bonam Venkata Chalamayya Engineering College,56.95,25.05,41.0
4172,Yagyavalkya Institute of Technology,55.26,26.74,41.0
4173,SVS Polytechnic,54.93,27.07,41.0
4174,Agnos College of Technology,40.29,41.71,41.0
4175,Nagaland University,46.13,35.85,40.99
4176,Raipur Institute of Technology,51.37,30.62,40.99
4177,JECRC University,44.22,37.76,40.99
4178,Watumull Institute of Electronics Engineering and Computer Technology,52.98,28.96,40.97
4179,KIT and KIM Technical Campus,51.08,30.86,40.97
4180,Luthfaa Polytechnic Institute,55.64,26.28,40.96
4181,Pavai College of Technology,57.11,24.8,40.96
4182,Balasore College of Engineering and Technology,52.14,29.77,40.96
4183,Atul Polytechnic,59.57,22.35,40.96
4184,Marathwada Institute of Technology,46.57,35.35,40.96
4185,Panjab University,52.87,29.05,40.96
4186,Manthan Polytechnic College,56.24,25.68,40.96
4187,Government Polytechnic,40.96,40.95,40.96
4188,Asansol Engineering College,60.63,21.3,40.96
4189,BR Harne College of Engineering and Technology,56.27,25.63,40.95
4190,Adamas Institute of Technology,49.78,32.11,40.95
4191,RD Engineering College,60.91,20.99,40.95
4192,Maa Bhagwati Educational Institute,56.07,25.84,40.95
4193,Geeta Institute of Management and Technology,59.08,22.82,40.95
4194,KET Polytechnic Institute,51.1,30.8,40.95
4195,Dr Sivanthi Aditanar College of Engineering,59.88,22.0,40.94
4196,Roever College of Engineering and Technology,49.03,32.85,40.94
4197,Ansal School of Architecture,53.63,28.25,40.94
4198,Dr ZH Institute of Technology and Management,55.95,25.92,40.94
4199,Saranathan College of Engineering,61.11,20.76,40.94
4200,Dhaanish Ahmed Institute of Technology,56.38,25.47,40.93
4201,Pratap Institute of Technology and Science,53.57,28.29,40.93
4202,Arulmigu Senthilandavar Polytechnic College,50.96,30.91,40.93
4203,Poojya Sane Guruji Vidya Prasarak Mandal's DN Patel College of Engineering,58.49,23.34,40.92
4204,Devo Mahesh College of Engineering and Technology,54.44,27.4,40.92
4205,Future Institute of Engineering and Management,56.32,25.53,40.92
4206,Thangavelu Engineering College,59.62,22.22,40.92
4207,GDMM College of Engineering and Technology,62.07,19.77,40.92
4208,Shriram Institute of Technology,51.28,30.55,40.92
4209,Chaudhary Charan Singh University,55.01,26.82,40.91
4210,King College of Technology,48.97,32.86,40.91
4211,Annai Velankanni Polytechnic College,60.05,21.74,40.9
4212,PPG Institute of Technology,55.12,26.69,40.9
4213,Annapoorana Engineering College,49.05,32.73,40.89
4214,Shri Siddhi Vinayak Institute of Technology,58.7,23.08,40.89
4215,Government Engineering College,56.26,25.5,40.88
4216,Ramanadatirtha Engineering College,58.13,23.62,40.88
4217,Mizoram University,57.85,23.89,40.87
4218,Keshav Memorial Institute of Technology,47.04,34.71,40.87
4219,Lingayas Institute of Management and Technology,50.56,31.15,40.86
4220,Ujjain Engineering College,40.71,41.01,40.86
4221,SNM Institute of Management and Technology,60.48,21.23,40.85
4222,BP Poddar Institute of Management and Technology,55.86,25.84,40.85
4223,University of Kalyani,40.22,41.48,40.85
4224,Bhagwant Institute of Technology,48.72,32.99,40.85
4225,Yugantar Institute of Technology and Management,40.46,41.22,40.84
4226,Jaypee University of Engineering and Technology,50.04,31.64,40.84
4227,Alamuri Ratnamala Institute of Engineering and Technology,51.02,30.66,40.84
4228,BITT Polytechnic,50.88,30.77,40.83
4229,Anjana Institute of Technical Education,54.48,27.17,40.83
4230,Jaypee Institute of Information Technology,55.2,26.46,40.83
4231,Yaduvanshi College of Engineering and Technology,56.62,25.04,40.83
4232,Mount Zion College of Engineering,54.29,27.34,40.82
4233,ACE College of Engineering,51.48,30.16,40.82
4234,Shri Chimasaheb Jagdale Institute of Technology,57.03,24.61,40.82
4235,Ishwar Chandra Vidyasagar Polytechnic,55.76,25.89,40.82
4236,Bapurao Deshmukh College of Engineering,55.19,26.43,40.81
4237,Shrinathji Institute for Technical Education,43.11,38.51,40.81
4238,Tatva Institute of Technological Studies,40.63,40.97,40.8
4239,Lakshmi Narain College of Technology Excellence,50.89,30.7,40.8
4240,SCM Institute of Engineering and Technology,45.26,36.34,40.8
4241,JSS Polytechnic,47.49,34.11,40.8
4242,Thakur College of Engineering and Technology,52.62,28.99,40.8
4243,BT Patil and Sons Polytechnic,47.12,34.48,40.8
4244,Maharishi Arvind College of Engineering and Research Centre,60.46,21.12,40.79
4245,Sri Dharmasthala Manjunatheshwara Institute of Technology,42.15,39.43,40.79
4246,Chandigarh Polytechnic College,59.67,21.9,40.79
4247,Kanad Institute of Engineering and Management Mankar,47.72,33.83,40.78
4248,MES Institute of Technology and Management,57.03,24.54,40.78
4249,Vindhya Institute of Technology and Science,50.74,30.81,40.77
4250,NRI Institute of Research and Technology,43.5,38.04,40.77
4251,ATME College of Engineering,62.36,19.17,40.77
4252,Pallava Raja College of Engineering,62.58,18.94,40.76
4253,Gyan Ganga College of Technology,52.31,29.18,40.75
4254,Kalinga Institute of Industrial Technology,47.12,34.39,40.75
4255,Rameshwaram Institute of Technology and Management,52.23,29.27,40.75
4256,Vivekananda Polytechnic College,59.1,22.38,40.74
4257,CMR University,60.71,20.77,40.74
4258,Nitte Meenakshi Institute of Technology,50.19,31.28,40.74
4259,Seikalathur Kamatchi Amman Polytechnic College,53.82,27.63,40.73
4260,Netaji Subhas Institute of Technology,56.12,25.35,40.73
4261,Jaypee Polytechnic and Training Centre,59.98,21.49,40.73
4262,Birla Institute of Technology Extension Centre,53.61,27.83,40.72
4263,Mahaveer Institute of Science and Technology,48.27,33.17,40.72
4264,Galgotias College of Engineering and Technology,59.79,21.64,40.71
4265,Swami Vivekananda Institute of Science and Technology,50.47,30.96,40.71
4266,Government Polytechnic College,52.55,28.87,40.71
4267,University College of Engineering,56.04,25.37,40.7
4268,Himgiri Zee University,58.04,23.35,40.7
4269,Netaji Subhash Engineering College,51.14,30.26,40.7
4270,Ram Devi Jindal Group of Institutions,56.16,25.24,40.7
4271,Parisutham Institute of Technology and Science,61.01,20.4,40.7
4272,Government Polytechnic For Women,40.1,41.31,40.7
4273,Amrapali Institute of Technology and Sciences,48.35,33.05,40.7
4274,Sir ISSAC Newton Polytechnic College,44.5,36.9,40.7
4275,Malwa Institute of Technology and Management,47.62,33.76,40.69
4276,Apex Group of Institutions,51.18,30.21,40.69
4277,Loyola Institute of Technology and Science,58.58,22.8,40.69
4278,Bharati Vidyapeeth College of Architecture,50.26,31.12,40.69
4279,Sri Venkateswara Institute of Science and Technology,49.33,32.05,40.69
4280,ARS College of Engineering,57.99,23.36,40.68
4281,KL Nagaswamy Memorial Polytechnic College,44.13,37.22,40.68
4282,Government Engineering College,48.45,32.89,40.67
4283,Kamptee Polytechnic,58.43,22.91,40.67
4284,Siddhartha Educational Academy Group of Institutions,44.34,37.01,40.67
4285,Helapuri Institute of Technology and Science,53.8,27.55,40.67
4286,Sanjaybhai Rajguru College of Engineering,46.35,34.97,40.66
4287,Matoshri Institute of Technology,58.55,22.77,40.66
4288,VKR,52.97,28.35,40.66
4289,Dhanalakshmi Srinivasan Polytechnic College,53.44,27.89,40.66
4290,BVV Sangha's Basaveshwar Engineering College,60.1,21.2,40.65
4291,School of Aeronautics,55.2,26.1,40.65
4292,Prayag Institute of Technology and Management,52.31,28.99,40.65
4293,RN Shetty Rural Polytechnic,42.56,38.71,40.64
4294,Radharaman Institute of Research and Technology,40.94,40.33,40.64
4295,Angel Polytechnic College,54.19,27.08,40.63
4296,Velammal Engineering College,60.52,20.74,40.63
4297,Kashi Nath Institute of Technology,45.35,35.89,40.62
4298,Sharad Institute of Technology,48.19,33.05,40.62
4299,Mahabir Polytechnic College,61.19,20.05,40.62
4300,Ashokrao Mane Polytechnic,55.65,25.6,40.62
4301,Tagore Engineering College,52.07,29.17,40.62
4302,DY Patil School of Engineering Academy,52.37,28.87,40.62
4303,Jamia Hamdard,43.94,37.3,40.62
4304,Shri Ummed Singh Bhati College of Engineering and Management,52.92,28.3,40.61
4305,Jagruti Institute of Engineering and Technology,46.0,35.22,40.61
4306,Jain College of Engineering,49.2,32.03,40.61
4307,Sree Narayana Guru Polytechnic College,49.64,31.56,40.6
4308,Daripally Anantha Ramulu College of Engineering and Technology,55.97,25.22,40.6
4309,Delhi Institute of Engineering and Technology,45.71,35.49,40.6
4310,Paladugu Parvathi Devi College of Engineering and Technology,50.38,30.81,40.6
4311,Leelavati Awhad Institute of Technology and Management Studies and Research,49.57,31.63,40.6
4312,Jawahar Education Society's Institute of Technology,42.86,38.33,40.59
4313,Surendra Institute of Engineering and Management,59.2,21.98,40.59
4314,Holy Grace Academy of Engineering,55.61,25.57,40.59
4315,Rajiv Gandhi College of Engineering and Research,54.83,26.35,40.59
4316,Sardar Patel Institute of Technology,41.52,39.64,40.58
4317,MD Jadhav Institute of Technology,47.76,33.39,40.58
4318,Lala Lajpat Rai Memorial Polytechnic College,52.29,28.88,40.58
4319,Shridhar University,51.82,29.35,40.58
4320,Maharaja Agrasen Polytechnic College,43.09,38.07,40.58
4321,Bhagwant Institute of Technology,59.05,22.1,40.57
4322,Adichunchanagiri Institute of Technology,52.69,28.46,40.57
4323,JEPPIAAR SRR Engineering College,54.62,26.52,40.57
4324,Jhadeswar Institute of Engineering and Technology,40.59,40.56,40.57
4325,JSS Polytechnic for the Differently Abled,55.01,26.1,40.56
4326,RMD Sinhgad School of Engineering,52.67,28.44,40.56
4327,SVS College of Engineering,57.21,23.92,40.56
4328,Anjuman Institute of Technology and Management,49.29,31.83,40.56
4329,Maharishi Markandeshwar Deemed to be University,59.86,21.25,40.56
4330,MS Ramaiah Polytechnic,53.09,28.0,40.55
4331,Kempegowda Memorial Polytechnic,45.09,36.02,40.55
4332,Government Polytechnic,45.81,35.27,40.54
4333,Gnanamani College of Technology,50.47,30.61,40.54
4334,Voice of God Polytechnic College,58.86,22.2,40.53
4335,DRIEMS Polytechnic,46.09,34.94,40.52
4336,International College of Engineering,61.26,19.79,40.52
4337,School of Planning and Architecture Bhopal,58.16,22.87,40.52
4338,Aurobindo Institute of Engineering and Technology,54.79,26.23,40.51
4339,MIT School of Engineering,44.65,36.37,40.51
4340,Trinity College of Engineering and Technology,45.7,35.33,40.51
4341,Sat Kabir Institute of Technology and Management,60.38,20.63,40.51
4342,MJ College of Engineering and Technology,56.98,24.03,40.5
4343,Al-Falah School of Engineering and Technology,47.45,33.55,40.5
4344,Centre for Development of Advanced Computing,47.77,33.2,40.49
4345,Sujala Bharati Institute of Technology,53.0,27.97,40.49
4346,Government College of Engineering and Technology,53.38,27.59,40.49
4347,Gokul Institute of Technology and Sciences,48.07,32.91,40.49
4348,ICFAI University,53.34,27.62,40.48
4349,Bhagat Phool Singh Mahila Vishwavidyalaya,53.38,27.58,40.48
4350,Buddha Institute of Technology,48.32,32.63,40.48
4351,Adarsh Polytechnic,43.71,37.25,40.48
4352,Aurora's Research and Technological Institute,41.29,39.66,40.47
4353,CMR Technical Campus,59.28,21.65,40.47
4354,St Mary's Group of Institutions College of Engineering and Technology,46.01,34.91,40.46
4355,KSR Institute for Engineering and Technology,45.4,35.53,40.46
4356,KE Society's Rajarambapu Institute of Technology,58.06,22.85,40.45
4357,RMK College of Engineering and Technology,58.55,22.35,40.45
4358,Guru Gobind Singh Educational Society's Technical Campus,55.6,25.31,40.45
4359,Holy Kings College of Engineering and Technology,56.85,24.06,40.45
4360,Jagan's College of Engineering and Technology,44.17,36.72,40.45
4361,St Xavier's Catholic College of Engineering,59.26,21.63,40.44
4362,Government Polytechnic,45.81,35.06,40.44
4363,Madhira Institute of Technology and Science,51.17,29.68,40.43
4364,CARE School of Engineering,57.74,23.12,40.43
4365,Satyam College of Engineering and Technology,54.37,26.49,40.43
4366,Finolex Academy of Management and Technology,55.16,25.71,40.43
4367,Fabtech Technical Campus,45.16,35.67,40.42
4368,SS College of Polytechnic,58.7,22.14,40.42
4369,Usha Rama College of Engineering and Technology,60.04,20.79,40.42
4370,Government Polytechnic,43.79,37.03,40.41
4371,Sreyas Institute of Engineering and Technology,58.11,22.71,40.41
4372,Dr DY Patil Biotechnology and Bioinformatics Institute,59.52,21.28,40.4
4373,Parthivi College of Engineering and Management,45.11,35.69,40.4
4374,Sri Varalakshmi Polytechnic,44.52,36.28,40.4
4375,Adichunchanagiri Polytechnic College,52.87,27.93,40.4
4376,KLE Society's Chidanand B Kore Polytechnic,60.74,20.03,40.39
4377,Minerva Polytechnic,57.85,22.94,40.39
4378,CV Raman College of Engineering,49.34,31.44,40.39
4379,Sri Sahadev Paudhriya Polytechnic College,41.51,39.25,40.38
4380,Apex Institute of Technology,56.56,24.21,40.38
4381,Central Institute of Plastics Engineering and Technology,57.57,23.17,40.37
4382,Vivekanand Education Society's Institute of Technology,48.88,31.87,40.37
4383,University of Rajasthan,58.26,22.47,40.36
4384,Hansaba College of Engineering and Technology,59.44,21.25,40.35
4385,Geetanjali Institute of Technical Studies,43.92,36.76,40.34
4386,Institute of Engineering and Science,57.47,23.21,40.34
4387,Andhra Polytechnic College,44.93,35.76,40.34
4388,Shree Devi Institute of Technology,56.12,24.56,40.34
4389,Sreenivasa Institute of Technology and Management Studies,46.0,34.65,40.33
4390,Vikrant Institute of Technology and Management,47.93,32.73,40.33
4391,Government College of Engineering and Leather Technology,56.95,23.71,40.33
4392,Maharana Pratap College For Women,57.19,23.46,40.32
4393,KVN Naik SP Sanstha Polytechnic,60.41,20.23,40.32
4394,Bharath Polytechnic,48.09,32.55,40.32
4395,Central Institute of Plastics Engineering and Technology,56.23,24.39,40.31
4396,Delhi Institute of Technology,58.45,22.16,40.3
4397,Azad Polytechnic College,44.84,35.73,40.29
4398,City Engineering College,58.23,22.34,40.29
4399,Indraprastha Institute of Information Technology,54.57,25.99,40.28
4400,Shrinathji Institute of Technology and Engineering,49.31,31.25,40.28
4401,Kunwar SatyaVira College of Engineering and Management,57.95,22.61,40.28
4402,Delhi Technical Campus,45.6,34.94,40.27
4403,RKDF Institute of Science and Technology,47.45,33.09,40.27
4404,JCT College of Engineering and Technology,44.53,36.0,40.27
4405,Sanjay Bhokare Group of Institutes,43.69,36.83,40.26
4406,Government Polytechnic College,45.01,35.5,40.26
4407,Bharati Vidyapeeth's College of Engineering,51.05,29.45,40.25
4408,Indur Institute of Engineering and Technology,44.7,35.79,40.25
4409,Shri Gulabrao Deokar College of Engineering,60.44,20.06,40.25
4410,Sanjivani KBP Polytechnic,41.39,39.09,40.24
4411,Shiva Institute of Engineering and Technology,56.36,24.1,40.23
4412,Bharati Vidyapeeth's College of Engineering,55.1,25.36,40.23
4413,Shekhawati Girls Engineering College,40.36,40.1,40.23
4414,Islamiah Institute of Technology,44.77,35.65,40.21
4415,Trident Academy of Technology,54.55,25.87,40.21
4416,Nigam Institute of Engineering and Technology,46.76,33.65,40.21
4417,Indian Institute of Information Technology Allahabad,51.63,28.77,40.2
4418,Excel College of Technology,54.88,25.53,40.2
4419,Bharati Vidyapeeth Institute of Technology Polytechnic,44.78,35.61,40.2
4420,Dr BC Roy Engineering College,54.46,25.92,40.19
4421,Dr APJ Abdul Kalam Technical University,46.66,33.72,40.19
4422,CSIR Central Leather Research Institute,60.26,20.1,40.18
4423,Aryabhatta Institute of Engineering and Management,59.49,20.88,40.18
4424,Jayam Polytechnic College,55.48,24.88,40.18
4425,Vidya College of Engineering,56.39,23.96,40.18
4426,IRT Polytechnic College,42.27,38.06,40.17
4427,BMS Institute of Technology and Management,60.78,19.54,40.16
4428,Bhoj Reddy Engineering College for Women,46.74,33.58,40.16
4429,Patna Sahib Technical Campus,52.07,28.22,40.15
4430,Alliance College of Engineering and Design,55.87,24.42,40.15
4431,Koneru Lakshmaiah Education Foundation,48.2,32.07,40.14
4432,Panimalar Institute of Technology,40.7,39.57,40.14
4433,PT Lee Chengalvaraya Naicker Polytechnic College,52.74,27.53,40.14
4434,Aryan Institute of Engineering and Technology Polytechnic,56.29,24.0,40.14
4435,Ideal Institute of Technology,51.63,28.63,40.13
4436,Vardey Devi Institute of Engineering and Technology,57.89,22.33,40.11
4437,Ambala College of Engineering and Applied Research,51.7,28.53,40.11
4438,Sigma Polytechnic,58.4,21.77,40.09
4439,Mahath Amma Institute of Engineering and Technology,57.76,22.41,40.09
4440,UP Textile Technology Institute,46.51,33.67,40.09
4441,ICFAI Foundation for Higher Education,49.84,30.35,40.09
4442,Bhagwan Mahavir Polytechnic,56.69,23.48,40.09
4443,Maharishi Arvind College of Engineering and Technology,50.91,29.25,40.08
4444,Government Polytechnic,41.07,39.1,40.08
4445,Bansal Institute of Engineering and Technology,44.52,35.63,40.07
4446,KVM College of Engineering and IT,60.53,19.62,40.07
4447,RRASE College of Engineering,42.06,38.08,40.07
4448,Raj Kumar Goel Institute of Technology,58.63,21.5,40.06
4449,Govindrao Wanjari College of Engineering and Technology,60.19,19.9,40.05
4450,Rukmani Devi Institute of Science and Technology,47.75,32.34,40.05
4451,Nath Polytechnic,57.22,22.88,40.05
4452,Rajkiya Engineering College,52.81,27.27,40.04
4453,MCTs Rajiv Gandhi Institute of Technology,52.48,27.58,40.03
4454,Koustuv School of Engineering,56.07,23.99,40.03
4455,Gramin Polytechnic,56.1,23.96,40.03
4456,Dr Subhash Technical Campus,44.97,35.07,40.02
4457,Shri Jagdishprasad Jhabarmal Tibrewala University,55.55,24.47,40.01
4458,Vivekanandha College of Technology for Women,52.95,27.06,40.01
4459,Dr DY Patil School of Architecture,50.66,29.37,40.01
4460,Angadi Institute of Technology and Management,58.28,21.74,40.01
4461,Sri Vasavi Institute of Engineering and Technology,60.03,19.97,40.0
4462,Government College of Technology,49.16,30.84,40.0
4463,Jaya Institute of Technology,48.11,31.88,40.0
4464,Surya Polytechnic College,52.56,27.44,40.0
4465,Jind Institute of Engineering and Technology,47.73,32.24,39.99
4466,Nova College of Engineering and Technology,57.32,22.65,39.98
4467,CU Shah College of Engineering and Technology,42.01,37.95,39.98
4468,Sandip Polytechnic,41.23,38.73,39.98
4469,Institute of Engineering and Industrial Technology,42.13,37.83,39.98
4470,Radhe Institute of Engineering and Technology,58.25,21.71,39.98
4471,Thirumalai Engineering College,56.52,23.43,39.98
4472,Chaitanya Bharathi Institute of Technology,41.27,38.67,39.97
4473,Kilachand Devchand Polytechnic,52.51,27.43,39.97
4474,Gokaraju Rangaraju Institute of Engineering and Technology,54.07,25.83,39.95
4475,Srinivasan Engineering College,42.84,37.05,39.95
4476,ACE Engineering College,58.96,20.94,39.95
4477,Avanthi Institute of Engineering and Technology,40.22,39.67,39.94
4478,Ballarpur Institute of Technology,59.22,20.67,39.94
4479,Bhagwan Mahavir College of Engineering and Technology,52.87,27.01,39.94
4480,Anuradha Engineering College,57.49,22.37,39.93
4481,Maha Barathi Engineering College,57.81,22.05,39.93
4482,AISECT Institute of Science and Technology,50.39,29.43,39.91
4483,Sri Krishna College of Technology,52.99,26.84,39.91
4484,GRT Institute of Engineering and Technology,49.43,30.38,39.91
4485,Usha Mittal Institute of Technology,40.53,39.28,39.9
4486,Kalam Institute of Technology,58.49,21.3,39.9
4487,Malineni Lakshmaiah Engineering College,43.12,36.68,39.9
4488,Uttarakhand Institute of Technical and Professional Education,57.25,22.56,39.9
4489,Indus International University,52.56,27.24,39.9
4490,Dhruva Institute of Engineering and Technology,42.29,37.49,39.89
4491,KPR Institute of Engineering and Technology,43.6,36.19,39.89
4492,Sardar Patel Institute of Technology and Management,60.19,19.56,39.88
4493,Swami Devi Dyal College of Technical Education,54.69,25.07,39.88
4494,SS Polytechnic College,53.96,25.8,39.88
4495,Dayananda Sagar College of Engineering,57.44,22.32,39.88
4496,DY Patil Polytechnic,45.8,33.96,39.88
4497,Galaxy Global Group of Institutions,55.91,23.85,39.88
4498,Shridevi Institute of Engineering and Technology,49.4,30.35,39.87
4499,KC College of Engineering and Information Technology,57.68,22.05,39.87
4500,Dr BR Ambedkar Institute of Technology,54.39,25.33,39.86
4501,Gandhi Academy of Technical Education,54.49,25.22,39.86
4502,Government College of Engineering and Research,41.35,38.36,39.86
4503,Pillai Polytechnic,43.25,36.45,39.85
4504,Indraprastha Institute of Management and Technology,44.5,35.19,39.84
4505,Krishna Institute of Engineering and Technology,52.01,27.68,39.84
4506,Government College of Engineering,43.79,35.89,39.84
4507,Brainware University,58.07,21.61,39.84
4508,Musiri Institute of Technology Polytechnic College,59.7,19.98,39.84
4509,Sri Taralbalu Jagadguru Institute of Technology,40.47,39.19,39.83
4510,Arulmurugan Polytechnic College,47.64,32.03,39.83
4511,Gobindapur Sephali Memorial Polytechnic,40.71,38.95,39.83
4512,Gautam Polytechnic Institute,40.13,39.53,39.83
4513,Institute of Technology and Sciences,41.19,38.44,39.82
4514,NV Society's Polytechnic,47.0,32.64,39.82
4515,College of Engineering,55.05,24.58,39.81
4516,PA Polytechnic,41.0,38.61,39.81
4517,Andhra Engineering College,59.91,19.69,39.8
4518,Purandar College of Engineering and Management Research,41.92,37.68,39.8
4519,Baba Saheb Ambedkar Polytechnic,55.62,23.98,39.8
4520,Amrutvahini Polytechnic,56.81,22.78,39.79
4521,Nalanda Institute of Technology,48.23,31.35,39.79
4522,Government Polytechnic,51.21,28.32,39.77
4523,Visakha Technical Campus,55.38,24.17,39.77
4524,Seshachala Institute of Technology,40.66,38.86,39.76
4525,Government Polytechnic,46.14,33.38,39.76
4526,Nizar Rahim and Mark School of Architecture,49.87,29.65,39.76
4527,NSN College of Engineering and Technology,59.13,20.36,39.75
4528,Vivekanand Institute of Technology and Science,59.02,20.47,39.75
4529,Government Polytechnic,46.49,33.01,39.75
4530,Modern Institute of Technology and Research Centre,47.3,32.17,39.74
4531,Achariya College of Engineering Technology,56.78,22.7,39.74
4532,KGiSL Institute of Technology,45.83,33.62,39.73
4533,Christ Knowledge City,47.3,32.15,39.73
4534,Lala Lajpat Rai Institute of Engineering and Technology,44.87,34.58,39.73
4535,Narayana Engineering College,59.99,19.47,39.73
4536,Baba Banda Singh Bahadur Engineering College,44.44,35.0,39.72
4537,Sri Indu Institute of Engineering and Technology,54.02,25.4,39.71
4538,Rajendra Mane College of Engineering and Technology,45.56,33.86,39.71
4539,APS College of Engineering,55.92,23.49,39.71
4540,Noble Group of Institutions,49.63,29.77,39.7
4541,Bimla Devi Educational Societys Group of Institutions,49.77,29.63,39.7
4542,Techno International Batanagar,54.84,24.53,39.69
4543,PBR Visvodaya Engineering College,49.44,29.93,39.69
4544,Government Polytechnic,50.5,28.87,39.69
4545,Panchkula Engineering College,52.97,26.4,39.68
4546,Sophitorium Engineering College,55.5,23.86,39.68
4547,Indira Shiva Rao Polytechnic,54.56,24.8,39.68
4548,Shri Balaji Institute of Engineering and Technology,48.98,30.38,39.68
4549,Manav Rachna University,52.86,26.47,39.67
4550,Defence Institute of Advanced Technology,58.24,21.1,39.67
4551,Shree Bahubali Polytechnic,56.49,22.85,39.67
4552,Newton's Institute of Engineering,54.45,24.89,39.67
4553,Sasi Institute of Technology and Engineering,58.14,21.2,39.67
4554,Kamath Institute of Technology,42.49,36.86,39.67
4555,Central Agricultural University,55.98,23.34,39.66
4556,Giani Zail Singh Campus College of Engineering and Technology,43.78,35.53,39.66
4557,MLM Polytechnic College,59.5,19.82,39.66
4558,Jawaharlal Nehru Centre for Advanced Scientific Research,55.08,24.22,39.65
4559,VISSJ Government Polytechnic,57.37,21.9,39.64
4560,Government Institute of Electronics,47.17,32.1,39.64
4561,Sir M Visvesvaraya Institute of Technology,57.7,21.57,39.64
4562,Zenith Institute of Science and Technology,58.56,20.72,39.64
4563,Rishiraj Institute of Technology,44.48,34.78,39.63
4564,Government Engineering College,45.86,33.4,39.63
4565,Shree Tapi Brahmcharyashram Sabha College of Diploma Engineering,49.68,29.58,39.63
4566,Ashokrao Mane Group of Institutions,56.21,23.04,39.62
4567,MJR College of Engineering and Technology,45.3,33.93,39.62
4568,Government Polytechnic,59.49,19.73,39.61
4569,Sivakasi Institute of Printing Technology,41.43,37.78,39.61
4570,Indian Institute of Space Science and Technology,46.94,32.28,39.61
4571,Dream Institute of Technology,49.92,29.28,39.6
4572,Government Polytechnic,49.35,29.84,39.59
4573,Malla Reddy Institute of Engineering and Technology,52.78,26.39,39.59
4574,Sahaja Institute of Technology and Sciences for Women,54.02,25.16,39.59
4575,Valia Institute of Technology,49.11,30.05,39.58
4576,Viva College of Diploma Engineering and Technology,55.9,23.25,39.58
4577,Wellfare Institute of Science Technology and Management,57.62,21.52,39.57
4578,Diamond Harbour Government Polytechnic,52.64,26.47,39.55
4579,Oxford Polytechnic,50.56,28.52,39.54
4580,Central Institute of Plastics Engineering and Technology,49.09,29.98,39.54
4581,Sanjay Gandhi Polytechnic,48.85,30.23,39.54
4582,VM Institute of Engineering and Technology,51.21,27.84,39.53
4583,Sri Mittapalli College of Engineering,50.36,28.69,39.53
4584,Meenakshi College of Engineering,49.39,29.67,39.53
4585,Brahmaiah College of Engineering,49.73,29.34,39.53
4586,Ratnapuri Institute of Technology College of Polytechnic,52.11,26.96,39.53
4587,Yamuna Polytechnic For Engineering,47.54,31.53,39.53
4588,RN Polytechnic College,55.61,23.45,39.53
4589,Star Lion College of Engineering and Technology,45.82,33.24,39.53
4590,PES Institute of Technology and Management,55.72,23.35,39.53
4591,College of Engineering,40.55,38.51,39.53
